Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
2,1,15.6,8,102,1,5,79,5,2.1,101178.72
4,3,17.3,8,97,9,10,30,2,2.83,46087.2
10,4,14.0,15,102,9,16,74,5,1.96,101391.84
2,3,15.6,15,97,9,16,83,5,2.3,41931.36
4,3,15.6,8,74,9,4,53,5,1.9,50349.6
2,3,15.6,0,113,6,10,44,5,2.0,23922.72
7,0,13.3,7,99,9,16,53,5,1.28,136343.52
4,3,13.3,7,68,9,10,47,5,1.62,34578.72
10,3,15.6,8,54,6,10,47,4,2.2,24988.32
10,3,15.6,15,74,9,10,53,5,2.3,45323.1648
7,3,15.6,8,78,9,16,32,5,1.84,71874.72
16,3,13.3,8,74,6,4,53,5,1.05,68464.8
10,1,15.6,15,77,9,10,75,4,2.5,54185.76
4,4,13.3,31,100,1,29,58,5,1.29,119347.2
7,3,15.6,8,68,6,26,47,5,2.07,48484.8
16,4,13.3,0,68,9,16,47,5,1.2,58341.6
10,0,13.3,13,97,9,16,53,5,1.37,103896.0
0,3,14.0,15,74,9,16,53,5,1.56,48058.56
4,5,15.6,8,102,9,10,108,5,2.23,94731.84
10,3,15.6,0,74,6,26,53,5,2.38,56210.4
10,3,15.6,8,56,6,10,24,4,2.2,25521.12
16,3,15.6,15,97,9,16,53,5,2.0,73952.64
10,3,13.3,15,59,6,9,53,5,1.44,39160.8
15,4,15.0,8,97,1,16,72,5,1.23,98514.72
4,4,12.5,8,99,9,16,53,5,1.6,90043.2
2,3,15.6,0,113,6,10,44,2,2.0,21258.1872
18,4,13.3,15,68,9,16,72,5,1.28,49816.8
4,3,15.6,8,74,6,5,72,5,2.18,48618.0
7,3,15.6,8,74,6,16,53,5,2.04,44701.92
7,0,13.3,7,74,6,16,53,5,1.28,90576.0
7,0,15.6,36,74,6,26,53,5,2.3,36486.144
2,3,14.1,0,37,6,23,43,5,1.65,18541.44
10,3,15.6,15,89,9,10,72,5,2.2,35644.32
4,3,15.6,0,112,6,26,40,5,2.2,19660.32
7,0,13.3,7,74,6,16,53,5,1.28,95850.72
4,3,15.6,0,54,6,10,23,2,2.18,24279.696
2,1,17.3,8,77,0,5,75,5,2.2,72988.272
0,2,11.6,9,36,6,23,41,1,1.25,15824.16
10,3,17.3,2,6,6,26,14,5,2.8,20193.12
7,3,14.0,8,74,6,4,53,5,1.95,67399.2
7,0,13.3,31,97,1,16,53,5,1.42,74538.72
15,4,15.0,8,97,9,16,53,5,1.17,90522.72
10,4,14.0,15,74,9,16,53,5,1.32,95850.72
11,1,17.3,12,92,1,33,79,5,2.43,141138.72
16,3,13.3,8,74,9,16,53,5,1.05,78588.0
4,1,15.6,8,102,9,10,78,2,2.62,49497.12
7,3,15.6,8,97,9,10,69,5,2.04,47952.0
4,3,15.6,0,54,6,10,23,5,2.18,32713.92
4,3,15.6,8,78,9,26,53,5,1.9,49816.8
4,0,13.3,31,105,9,29,52,5,1.24,107257.968
2,1,17.3,15,93,5,19,93,5,3.58,68145.12
4,0,13.3,7,105,1,16,52,5,1.22,87858.72
10,4,14.0,15,97,9,15,53,5,1.13,109170.72
10,3,15.6,15,74,9,29,53,5,1.95,104588.1072
9,4,15.6,13,97,1,29,53,5,1.08,111834.72
7,2,12.5,8,97,9,29,53,5,1.26,79014.24
0,3,15.6,15,32,6,7,40,1,2.2,19127.52
10,3,15.6,15,70,9,5,89,5,2.6,42037.92
9,4,14.0,13,97,9,29,53,5,0.98,101178.72
4,3,14.0,8,79,9,16,53,5,1.6,64202.4
7,4,12.5,5,47,9,14,46,5,1.09,165168.0
10,3,15.6,8,97,8,16,72,5,2.2,42037.92
7,3,15.6,8,97,9,16,69,5,2.04,54291.7872
0,3,15.6,8,59,6,10,53,5,2.4,26586.72
10,3,13.3,8,74,6,4,53,5,1.44,46939.68
7,3,13.3,8,74,9,16,53,5,1.49,51148.8
11,1,17.3,8,102,1,18,76,5,2.7,85194.72
4,1,15.6,8,102,1,5,76,5,2.6,71874.72
11,1,15.6,8,77,9,5,75,5,2.2,59668.8048
4,3,15.6,0,74,6,10,22,5,2.18,36496.2672
7,4,15.6,8,89,9,16,28,5,1.84,69103.6272
10,0,13.3,13,74,9,29,53,5,1.37,97236.0
4,3,15.6,0,68,6,26,47,5,1.95,38889.072
10,4,12.5,15,97,9,16,53,5,1.36,87912.0
7,3,15.6,8,68,9,16,47,5,2.31,62071.2
4,3,15.6,0,74,6,10,53,5,2.18,37725.4368
7,3,14.0,0,68,6,26,47,5,1.95,61218.72
10,3,15.6,0,113,6,10,44,5,2.2,16463.52
7,4,12.5,8,68,6,26,47,5,1.26,84129.12
7,3,15.6,0,36,6,10,41,4,1.86,15392.592
10,0,13.3,19,90,1,12,56,5,1.3,95850.72
16,3,14.0,15,68,6,4,47,5,1.47,58874.4
7,2,12.5,8,68,9,16,47,5,1.26,88924.32
4,3,15.6,0,54,6,10,47,5,2.18,29762.208
11,1,15.6,8,102,9,5,75,5,2.2,63882.72
4,1,17.3,4,93,1,31,82,5,4.36,146946.24
7,1,17.3,15,70,9,5,90,5,2.75,74538.72
2,3,17.3,2,112,6,10,66,5,2.8,28238.4
0,3,15.6,0,74,6,26,53,5,2.23,32980.32
16,3,15.6,0,68,9,16,47,5,2.2,59620.32
10,0,11.3,13,53,9,16,46,5,1.1,69210.72
10,1,15.6,15,23,1,31,33,5,2.5,53226.72
4,4,12.5,7,74,9,16,40,5,1.36,78438.816
10,3,15.6,8,97,9,10,66,4,2.2,36496.8
4,3,17.3,2,54,6,10,30,5,2.36,35111.52
0,3,14.0,0,36,6,23,41,1,1.68,18594.72
7,5,15.6,15,94,9,38,100,5,2.0,119826.72
4,4,14.0,8,99,9,16,53,5,1.36,94572.0
16,3,13.3,8,68,9,16,47,7,1.2,77788.8
2,0,12.5,8,50,9,35,46,1,1.2,61751.52
10,4,14.0,15,91,9,16,47,5,1.7,79333.3872
4,1,17.3,12,102,1,31,80,5,4.36,168045.12
4,0,13.3,7,81,9,16,52,5,1.24,101178.72
7,0,11.6,36,113,6,16,44,5,1.45,41292.0
4,4,13.3,32,89,9,16,47,5,1.3,67559.04
0,0,11.6,27,36,6,23,41,1,1.25,20725.92
16,3,13.3,8,71,9,16,47,5,1.2,81784.8
10,4,12.5,15,78,9,16,53,5,1.36,93772.8
0,3,15.6,8,74,0,5,86,5,2.4,53759.52
16,4,12.5,7,97,9,29,53,5,1.1,95371.2
7,3,15.6,0,73,9,10,69,5,2.04,45101.52
4,3,15.6,0,54,6,10,24,2,2.25,24808.2336
4,3,15.6,0,74,6,26,53,5,1.9,43956.0
7,3,15.6,8,59,6,26,53,5,2.04,36496.8
4,1,17.3,15,102,5,18,80,5,4.42,167778.72
10,3,15.6,8,74,8,16,66,5,2.4,37029.6
4,0,13.3,31,105,1,29,52,5,1.22,101178.72
4,4,14.0,39,91,9,16,47,5,1.5,104587.5744
4,1,17.3,8,92,5,18,80,5,4.42,149184.0
16,3,14.0,8,68,9,16,47,5,1.95,62870.4
2,1,17.3,8,102,1,18,79,5,2.73,109218.672
7,3,15.6,15,75,9,5,69,5,2.04,52161.12
10,3,14.0,0,68,6,27,47,7,1.7,53386.56
2,0,15.6,5,97,1,33,86,5,2.3,95850.72
2,1,17.3,8,102,1,18,76,5,2.99,93186.72
4,0,15.6,13,97,0,29,53,5,2.19,69210.72
16,3,13.3,8,68,6,4,47,7,1.2,63669.6
10,3,15.6,8,5,8,16,7,5,2.2,29250.72
5,3,15.6,0,68,6,16,47,5,2.3,34578.72
16,3,14.0,0,68,6,26,47,5,1.75,48751.2
4,3,15.6,0,74,6,26,24,5,2.25,31914.72
7,3,15.6,8,74,9,10,53,5,2.04,42943.68
10,1,15.6,15,102,9,5,79,5,2.5,63349.92
4,3,15.6,0,97,9,10,30,5,2.36,39906.72
4,3,14.0,8,74,9,4,54,5,1.6,59620.32
7,2,12.5,8,47,9,29,46,5,0.97,101658.24
7,3,15.6,8,56,6,5,6,5,2.1,26586.72
10,3,15.6,0,37,6,4,43,4,1.9,14418.6336
10,3,15.6,8,68,9,16,47,5,2.3,71874.72
2,3,13.3,32,74,9,16,53,5,1.4,61272.0
7,4,13.3,13,97,9,16,53,5,1.11,71874.72
0,3,15.6,0,113,6,26,44,5,2.4,20246.4
2,1,15.6,8,102,1,18,76,5,2.5,95850.72
7,4,14.0,8,97,9,29,53,5,1.48,111301.92
0,1,15.6,15,102,9,5,75,5,2.7,67132.8
7,3,13.3,15,74,9,16,53,5,1.34,63349.92
4,3,15.6,0,59,6,4,53,5,2.18,29144.16
7,3,14.0,0,74,6,26,53,5,1.64,41505.12
16,3,13.3,8,68,6,4,47,5,1.2,63669.6
7,3,14.0,0,71,6,16,47,5,1.48,58607.4672
7,3,14.0,8,74,6,16,53,5,1.95,64202.4
7,4,14.0,8,91,9,16,47,7,1.43,77202.72
7,3,14.0,8,74,9,16,69,5,1.64,55904.5728
7,3,14.0,0,59,6,26,53,5,1.64,36443.52
4,1,15.6,8,77,9,1,75,5,2.65,50562.72
7,4,12.5,8,74,6,26,53,5,1.26,81997.92
7,3,14.0,8,74,6,16,53,5,1.48,84715.2
7,4,14.0,8,89,9,16,47,5,1.54,100550.5488
7,3,13.3,0,59,6,26,53,5,1.49,42624.0
16,3,13.3,0,68,9,16,47,5,1.5,64468.8
7,3,15.6,0,59,6,16,53,5,2.04,41025.0672
10,3,17.3,12,94,1,29,99,7,2.4,158135.04
16,3,14.0,15,68,9,16,47,5,1.47,79387.2
7,3,14.0,8,89,9,16,47,5,1.43,118761.12
4,0,15.6,13,58,6,10,47,5,2.08,42410.3472
16,4,13.3,8,68,9,16,47,5,1.2,84715.2
7,3,13.3,15,74,9,16,53,5,1.11,61218.72
7,3,14.0,8,97,9,16,69,5,1.64,63159.7104
4,3,15.6,8,71,9,26,47,5,2.09,55754.3232
7,4,12.5,0,74,6,16,53,5,1.26,83063.52
7,3,14.0,0,74,6,26,53,5,2.31,63349.92
7,3,14.0,0,74,6,26,53,5,1.95,56476.8
4,4,13.3,31,74,9,16,53,5,1.29,86526.72
7,3,17.3,8,74,9,16,69,5,2.63,57542.4
7,3,14.0,0,74,6,16,53,5,1.64,51841.44
0,3,15.6,0,14,8,10,17,5,2.1,21791.52
11,1,17.3,8,102,9,5,75,5,2.7,63499.104
7,3,14.0,8,68,9,16,47,7,1.95,63669.6
7,3,15.6,8,89,9,16,47,5,1.84,65480.5872
7,4,12.5,8,89,9,16,47,5,1.26,71874.72
7,3,15.6,0,74,6,26,53,5,2.04,39533.76
16,4,14.0,15,91,9,16,47,5,1.47,91908.0
4,3,15.6,8,71,9,16,47,7,2.09,56633.976
7,3,14.0,8,74,9,16,53,5,1.64,53839.9728
10,0,15.6,13,89,6,16,47,5,1.8,45128.16
17,3,14.0,0,27,4,23,41,5,1.45,11231.424
16,3,15.6,15,89,1,16,68,5,2.4,75924.0
10,3,15.6,8,68,9,16,47,5,2.3,55922.688
7,3,14.0,8,68,6,26,47,5,1.54,53280.0
7,3,15.6,8,71,9,21,47,5,1.84,112065.9552
7,3,14.0,8,68,9,16,47,7,1.43,78268.32
11,1,17.3,15,93,1,18,93,5,3.78,82351.6992
10,1,17.3,15,92,1,5,93,5,4.6,122010.6672
2,2,11.6,0,36,6,7,41,1,1.2,15339.312
10,3,14.0,10,91,1,16,47,7,1.1,139593.6
7,3,15.6,15,97,9,10,72,5,1.91,52161.12
4,0,15.6,13,76,9,16,53,5,2.3,58288.32
7,3,15.6,0,74,6,16,53,5,2.04,52161.12
4,4,13.3,31,97,1,12,53,5,1.2,120093.12
7,3,15.6,0,58,6,26,47,5,2.31,37570.392
7,3,15.6,0,74,6,26,53,4,1.96,26586.72
0,3,15.6,0,11,9,10,17,5,2.4,23922.72
4,0,13.3,13,97,0,16,53,5,1.6,69210.72
11,1,15.6,8,92,1,18,79,5,2.94,96916.32
2,1,17.3,15,92,1,10,90,4,4.0,53173.44
4,3,15.6,8,74,6,10,40,5,2.25,29783.52
4,3,15.6,8,97,1,22,30,5,2.32,52746.6672
11,1,15.6,8,92,1,18,79,5,1.8,102777.12
4,4,13.3,8,97,9,16,53,5,1.29,77682.24
2,1,17.3,15,93,7,12,92,5,3.58,211788.0
4,0,13.3,7,89,9,16,47,5,1.62,42517.9728
4,1,15.6,6,92,1,18,91,5,3.21,70809.12
1,4,12.0,22,43,9,15,46,3,0.92,69264.0
4,3,15.6,0,58,6,26,47,5,2.06,25679.8944
7,3,15.6,0,68,6,26,47,5,2.31,63882.72
7,4,12.5,8,68,9,16,47,7,1.26,63882.72
7,3,13.3,8,97,9,16,53,5,1.49,58075.2
10,4,12.5,13,89,9,16,47,5,1.3,91294.7472
10,3,17.3,2,68,9,0,21,5,3.0,35111.52
10,3,15.6,15,70,6,10,86,5,2.3,52054.56
11,1,17.3,8,102,1,18,80,5,3.78,133146.72
10,3,15.6,0,68,6,26,47,5,2.1,28771.2
7,3,15.6,8,68,6,26,47,7,2.31,50083.2
10,4,12.5,30,47,9,29,46,5,0.99,74538.72
10,1,17.3,15,93,5,30,93,5,4.6,172627.2
10,0,10.1,28,31,6,35,41,5,0.69,34433.2656
7,4,13.3,12,97,1,29,53,5,1.3,109170.72
4,3,15.6,8,74,9,16,53,5,2.18,39960.0
7,3,14.0,8,68,6,26,47,7,1.54,54931.1472
7,5,15.6,8,89,9,16,0,7,1.9,79653.6
10,3,14.0,8,68,9,9,47,7,1.7,63882.72
7,3,13.3,32,109,6,23,46,1,1.29,32767.2
0,3,15.6,0,11,6,26,17,5,2.4,20619.36
4,3,15.6,0,111,6,26,40,2,2.2,20965.1472
7,3,15.6,0,56,6,10,47,4,1.86,18434.3472
2,1,17.3,15,102,9,18,79,5,2.7,85194.72
4,4,13.3,15,83,6,16,7,5,1.4,43601.688
7,2,12.5,0,68,6,4,47,7,2.4,85194.72
0,3,15.6,8,74,9,18,86,5,2.4,42570.72
4,3,15.6,8,74,9,10,30,5,2.36,34035.264
11,1,17.3,8,92,9,16,90,5,2.6,85194.72
7,3,15.6,0,112,6,10,42,5,1.96,26640.0
2,1,17.3,15,92,1,5,93,5,4.3,122490.72
4,4,12.5,0,58,6,26,47,7,1.5,60480.792
4,4,12.5,0,58,6,4,47,7,1.5,62176.1616
0,3,15.6,0,32,6,8,40,1,2.2,11135.52
7,5,17.3,15,92,9,10,3,7,3.0,154458.72
10,1,15.6,8,102,1,29,76,5,2.4,63882.72
4,4,12.5,0,68,9,16,47,7,1.5,75289.968
11,1,17.3,8,92,9,5,89,5,2.9,80516.2032
10,0,15.6,13,68,6,16,47,5,2.1,46193.76
7,3,15.6,8,8,6,10,15,5,2.1,21205.44
2,1,15.6,15,92,1,5,89,5,2.59,71341.92
7,3,13.3,31,46,9,16,46,5,1.16,90522.72
4,3,15.6,0,68,6,26,20,7,2.24,40980.312
10,3,15.6,0,54,6,4,47,5,2.1,22857.12
7,4,13.3,8,89,9,29,47,5,1.16,104908.32
10,0,10.1,28,31,6,35,41,0,0.69,29250.72
4,4,13.3,8,98,9,16,58,5,1.23,73473.12
10,1,17.3,15,93,1,17,93,5,4.6,146519.4672
14,4,12.5,33,89,9,16,47,5,1.25,54825.12
16,4,13.3,8,97,1,29,53,5,1.05,118601.28
2,1,17.3,8,92,9,5,89,5,3.52,69929.4672
17,3,13.3,8,27,6,23,41,5,1.35,10442.88
7,3,13.3,8,68,9,16,47,5,1.16,90043.2
7,3,14.0,8,68,9,16,47,7,1.43,80612.64
4,3,15.6,0,68,6,26,47,2,2.09,27899.0064
2,3,15.6,0,59,6,10,53,5,2.0,23176.8
10,0,14.0,13,89,9,16,47,5,1.8,88924.32
10,0,10.1,28,31,6,35,41,5,0.69,25521.12
7,4,12.5,0,71,9,16,47,7,1.26,100965.6
10,1,15.6,15,77,9,5,79,4,2.4,52693.92
7,1,17.3,15,70,9,5,79,5,3.35,60153.12
7,3,15.6,0,97,9,22,53,5,2.04,33513.12
10,0,14.0,13,91,9,29,106,7,1.8,109244.2464
2,3,14.0,0,37,6,23,43,5,1.5,14811.84
7,4,15.6,8,97,9,16,53,5,1.84,40066.56
0,3,15.6,8,74,6,10,72,5,2.23,32820.48
10,3,15.6,8,89,1,1,27,5,2.5,58554.72
7,5,17.3,15,92,9,16,105,7,3.0,210424.032
4,3,15.6,0,74,9,10,30,5,2.5,41771.52
11,1,17.3,8,94,1,18,93,5,3.78,127818.72
7,4,15.6,8,89,9,16,47,7,1.88,115709.2416
10,0,14.0,30,91,1,29,47,5,2.8,130003.2
11,1,15.6,8,102,9,5,75,5,2.4,60888.384
7,0,13.3,7,71,9,16,47,5,1.48,86793.12
7,5,15.6,15,92,9,16,100,7,2.59,118761.12
7,0,13.3,39,91,9,16,47,5,1.48,95850.72
7,5,15.6,8,92,9,16,100,7,2.0,101178.72
7,4,12.5,8,88,9,16,47,7,1.26,122381.496
4,3,15.6,8,97,9,16,72,5,2.18,53807.472
7,3,15.6,8,68,9,16,47,7,1.88,84129.12
10,0,14.0,30,89,9,16,47,5,1.27,124621.92
10,3,15.6,0,54,6,10,47,4,1.9,18061.92
7,3,15.6,0,17,6,26,13,5,1.86,15824.16
10,3,15.6,8,68,9,10,21,4,2.32,31914.72
4,1,15.6,8,102,9,10,78,5,2.62,63882.72
4,3,15.6,26,70,9,16,73,5,2.04,119916.2304
7,3,15.6,8,10,6,16,6,5,1.91,25515.2592
11,1,17.3,8,102,1,18,76,5,2.7,79536.384
10,4,14.0,8,91,0,29,47,7,1.4,122490.72
10,3,15.6,8,68,9,1,21,5,2.5,42010.7472
7,0,13.3,39,91,9,29,47,5,1.48,108744.48
10,4,14.0,8,91,9,16,47,7,1.7,79866.72
11,1,14.0,8,92,1,18,91,5,1.7,94252.32
7,1,15.6,15,102,9,10,75,5,2.62,47898.72
10,3,15.6,0,54,9,10,47,5,2.2,24455.52
7,3,15.6,0,68,6,26,47,4,2.1,25414.0272
4,1,15.6,6,102,9,5,76,5,2.62,79813.44
10,3,15.6,15,74,9,16,53,5,1.95,74059.2
10,3,15.6,8,56,6,10,67,5,2.2,24935.04
7,3,14.0,0,36,4,23,41,5,1.44,13266.72
11,1,15.6,15,97,9,10,75,5,2.2,44701.92
7,3,15.6,8,89,9,16,47,5,1.96,36177.12
7,3,15.6,8,106,1,29,61,5,2.1,61751.52
2,3,15.6,0,34,6,26,40,5,2.2,19660.32
10,3,15.6,0,68,6,26,47,4,2.1,21205.44
10,3,15.6,8,97,9,10,72,4,2.2,37775.52
2,3,14.0,8,59,6,16,53,5,2.0,40972.32
10,3,15.6,8,89,6,1,47,7,2.32,43956.0
10,1,15.6,15,92,1,29,87,5,3.31,69530.4
11,1,15.6,8,92,1,5,91,5,1.91,114731.5536
7,3,15.6,0,58,6,26,47,5,2.07,34632.0
10,0,14.0,30,68,9,16,47,5,1.36,87219.36
10,4,15.6,8,97,8,16,65,5,1.54,44275.68
4,3,15.6,8,97,9,16,74,2,1.98,47686.1328
0,3,15.6,0,39,6,26,43,5,2.1,17742.24
7,3,15.6,15,92,8,10,89,5,2.18,42570.72
2,1,15.6,15,92,9,18,89,5,2.591,48431.52
4,0,15.6,7,97,1,29,53,5,2.09,62817.12
0,3,15.6,8,74,6,16,72,5,2.23,36816.48
4,4,13.3,31,71,9,16,47,2,1.23,58554.72
0,1,17.3,15,102,1,18,80,5,4.2,138474.72
10,1,15.6,15,77,9,10,75,5,2.4,43636.32
15,0,12.3,29,117,6,23,38,1,1.15,35111.52
7,3,15.6,0,74,6,26,53,5,1.86,25840.8
1,4,12.0,22,43,9,15,49,3,0.92,61964.64
4,0,13.3,13,74,9,16,53,5,1.6,63882.72
7,3,15.6,15,102,0,5,75,5,2.21,70702.56
10,3,15.6,0,56,6,10,24,4,1.9,19607.04
2,1,17.3,15,92,1,31,93,5,4.3,114552.0
0,3,15.6,0,39,6,10,43,2,2.1,14492.16
11,1,17.3,8,102,1,18,79,5,2.43,109165.392
4,3,15.6,0,54,6,4,29,5,2.3,26586.72
10,3,15.6,0,89,9,26,66,4,2.2,33513.12
4,4,13.3,31,97,1,29,53,5,1.2,142790.4
2,1,15.6,8,92,9,10,79,5,2.2,62284.32
4,3,15.6,8,74,9,16,30,5,2.36,47365.92
7,3,15.6,0,74,9,16,53,5,1.91,30849.12
10,3,15.6,0,18,6,26,13,5,2.2,15930.72
0,3,17.3,2,54,9,10,72,5,3.3,33513.12
2,1,15.6,8,102,1,18,80,5,2.2,130482.72
1,4,12.0,22,44,9,28,46,3,0.92,68145.12
2,3,15.6,8,102,1,5,79,5,2.2,93186.72
11,1,17.3,15,92,1,18,79,5,2.43,103842.1872
4,0,15.6,13,74,9,16,53,5,2.191,53226.72
2,1,17.3,8,102,1,18,79,5,2.9,103842.72
0,2,11.6,0,32,4,25,40,1,1.3,9270.72
0,3,17.3,2,56,6,10,72,5,3.3,31861.44
10,3,17.3,2,74,9,10,53,4,2.8,28717.92
10,1,15.6,15,92,9,5,88,5,2.6,67772.16
0,0,14.0,13,105,9,16,52,5,1.2,61218.72
10,3,15.6,15,91,9,16,47,5,2.3,81465.12
11,1,15.6,8,92,9,5,79,5,2.2,78647.1408
7,3,15.6,8,4,8,10,7,5,2.1,28185.12
4,4,12.5,7,71,9,16,47,7,1.26,91288.3536
4,0,15.0,7,59,6,26,53,5,2.08,27119.52
2,3,15.6,0,112,6,10,42,5,2.65,16463.52
4,4,13.3,31,97,9,16,53,5,1.29,78694.56
4,3,15.6,0,74,6,10,47,2,2.18,27804.7008
10,1,15.6,13,92,1,5,89,5,2.6,54825.12
11,1,15.6,8,102,9,5,75,5,2.2,61218.72
10,2,12.5,13,88,1,29,47,5,1.3,87912.0
14,1,14.0,8,102,1,12,79,5,1.95,186426.72
4,3,15.6,36,59,9,10,53,5,2.3,24988.8528
11,1,17.3,8,102,1,18,79,5,2.7,85141.44
1,4,11.6,0,62,6,15,51,3,1.08,51095.52
7,3,15.6,8,56,6,10,47,5,2.1,25467.84
7,4,14.0,4,89,9,16,47,7,1.54,117119.5632
4,3,15.6,0,68,6,26,47,7,2.24,39267.36
11,1,15.6,8,92,9,5,89,5,2.3,62284.32
10,3,13.3,15,97,1,29,53,5,1.4,79866.72
10,3,15.6,8,5,8,16,7,5,2.2,31838.5296
2,4,13.3,8,89,9,16,47,5,1.45,68198.4
0,3,15.6,0,54,6,26,47,2,2.4,19276.704
4,0,17.3,7,97,1,29,72,5,2.77,95850.72
7,3,14.0,8,68,6,16,47,7,1.54,58607.4672
4,3,14.0,0,74,6,26,53,5,1.6,46620.0
2,1,15.6,15,92,1,18,80,5,2.34,123876.0
10,3,15.6,15,74,9,16,53,4,2.3,30529.44
4,0,13.3,31,81,9,16,52,5,1.24,96596.64
4,3,15.6,0,112,6,26,40,2,2.2,17262.72
7,3,15.6,0,8,6,26,16,5,1.86,21258.72
10,3,15.6,8,58,8,4,66,5,2.4,30316.32
10,3,14.0,15,68,9,16,47,5,1.9,57116.16
4,3,15.6,0,111,6,26,40,5,2.2,23655.7872
2,3,15.6,0,37,6,10,43,5,2.0,18061.92
2,1,17.3,15,92,1,5,91,5,4.0,101232.0
4,3,15.6,0,56,6,26,47,5,2.29,26107.2
10,3,15.6,8,89,9,1,21,7,2.32,47685.6
11,1,15.6,8,92,9,5,89,5,2.4,65481.12
10,0,14.0,7,68,6,4,47,5,1.8,44382.7728
2,4,13.3,15,45,9,29,46,5,1.2,38841.12
4,3,15.6,0,59,8,10,53,5,2.3,24455.52
0,3,15.6,0,36,6,26,41,2,2.4,15397.92
4,3,15.6,0,34,4,26,40,5,2.2,20193.12
10,3,15.6,15,92,9,10,89,5,2.6,47898.72
7,3,15.6,8,12,8,1,29,5,2.04,29303.4672
4,3,15.6,0,97,9,10,24,2,2.3,42943.1472
7,2,11.6,0,36,4,23,41,5,1.17,11135.52
2,3,15.6,0,89,6,26,65,5,2.2,38378.6496
10,0,14.0,13,89,6,4,47,5,1.8,33992.64
10,0,13.3,19,89,1,29,47,5,1.3,79866.72
10,3,14.0,0,34,4,35,40,5,1.5,12201.12
7,3,15.6,0,89,8,10,21,5,2.19,40705.92
